data_point_id,bank,metric,period,unit,checksum_expected,checksum_note,px_value,px_source,px_comment,px_version,cl_value,cl_source,cl_comment,cl_version,reconciled_value,reconciliation_status,reconciliation_note
OCBC_BVPS_2025,OCBC,BVPS,2025,S$,,,13.38,OCBC AR / Media Release,Tier-1 primary; NAV per share as printed,20260716-001 PxClOpus4.8,13.38,OCBC FY25 Media Release,,20260716-001 CwClOpus4.8,13.38,match,
UOB_BVPS_2016,UOB,BVPS,2016,S$,,,18.82,UOB AR (audited),Tier-1 primary; NAV per share as printed (audited AR2022 basis),20260716-001 PxClOpus4.8,18.82,UOB gp-financial 4Q17,,20260716-001 CwClOpus4.8,18.82,match,
UOB_BVPS_2017,UOB,BVPS,2017,S$,,,20.37,UOB AR (audited),Tier-1 primary; NAV per share as printed (audited AR2022 basis),20260716-001 PxClOpus4.8,20.37,UOB gp-financial 4Q17,,20260716-001 CwClOpus4.8,20.37,match,
UOB_BVPS_2018,UOB,BVPS,2018,S$,,,21.31,UOB AR (audited),Tier-1 primary; NAV per share as printed (audited AR2022 basis),20260716-001 PxClOpus4.8,21.31,UOB gp-financial 4Q19,,20260716-001 CwClOpus4.8,21.31,match,
UOB_BVPS_2019,UOB,BVPS,2019,S$,,,22.33,UOB AR (audited),Tier-1 primary; NAV per share as printed (audited AR2022 basis),20260716-001 PxClOpus4.8,22.33,UOB gp-financial 4Q19,,20260716-001 CwClOpus4.8,22.33,match,
UOB_BVPS_2020,UOB,BVPS,2020,S$,,,23.03,UOB AR (audited),Tier-1 primary; NAV per share as printed (audited AR2022 basis),20260716-001 PxClOpus4.8,23.03,UOB cond FS 4Q21,,20260716-001 CwClOpus4.8,23.03,match,
UOB_BVPS_2021,UOB,BVPS,2021,S$,,,25.55,UOB AR (audited),Tier-1 primary; NAV per share as printed (audited AR2022 basis),20260716-001 PxClOpus4.8,24.08,UOB cond FS 4Q21,,20260716-001 CwClOpus4.8,24.08,resolved,UOB ordinary NAV/share; px 25.55 = incl perpetuals basis
UOB_BVPS_2022,UOB,BVPS,2022,S$,,,25.9,UOB AR (audited),Tier-1 primary; NAV per share as printed (audited AR2022 basis),20260716-001 PxClOpus4.8,24.24,UOB cond FS 4Q23,,20260716-001 CwClOpus4.8,24.24,resolved,UOB ordinary NAV/share; px 25.90 = incl perpetuals basis
UOB_BVPS_2023,UOB,BVPS,2023,S$,,,26.0,UOB AR (audited),Tier-1 primary; NAV per share as printed (audited AR2022 basis),20260716-001 PxClOpus4.8,26.0,UOB cond FS 4Q23 / CFO deck,,20260716-001 CwClOpus4.8,26.0,match,
UOB_BVPS_2024,UOB,BVPS,2024,S$,,,28.11,UOB AR (audited),Tier-1 primary; NAV per share as printed (audited AR2022 basis),20260716-001 PxClOpus4.8,28.11,UOB cond FS 4Q25,,20260716-001 CwClOpus4.8,28.11,match,
UOB_BVPS_2025,UOB,BVPS,2025,S$,,,29.36,UOB AR (audited),Tier-1 primary; NAV per share as printed (audited AR2022 basis),20260716-001 PxClOpus4.8,29.36,UOB cond FS 4Q25,,20260716-001 CwClOpus4.8,29.36,match,
DBS_PriceYE_2016,DBS,PriceYE,2016,S$,,,17.34,"DBS Annual Report share-price table (as-traded, pre-bonus basis)",Tier-1 AR as-traded; vendor split-adjusted = 15.76 (÷1.10 for 2024 bonus). B7 basis flag.,20260716-001 PxClOpus4.8,17.34,DBS AR share-price table,,20260716-001 CwClOpus4.8,17.34,match,
DBS_PriceYE_2017,DBS,PriceYE,2017,S$,,,24.85,"DBS Annual Report share-price table (as-traded, pre-bonus basis)",Tier-1 AR as-traded; vendor split-adjusted = 22.59 (÷1.10 for 2024 bonus). B7 basis flag.,20260716-001 PxClOpus4.8,24.85,DBS AR share-price table,,20260716-001 CwClOpus4.8,24.85,match,
DBS_PriceYE_2018,DBS,PriceYE,2018,S$,,,23.69,"DBS Annual Report share-price table (as-traded, pre-bonus basis)",Tier-1 AR as-traded; vendor split-adjusted = 21.54 (÷1.10 for 2024 bonus). B7 basis flag.,20260716-001 PxClOpus4.8,23.69,DBS AR share-price table,,20260716-001 CwClOpus4.8,23.69,match,
DBS_PriceYE_2019,DBS,PriceYE,2019,S$,,,25.88,"DBS Annual Report share-price table (as-traded, pre-bonus basis)",Tier-1 AR as-traded; vendor split-adjusted = 23.53 (÷1.10 for 2024 bonus). B7 basis flag.,20260716-001 PxClOpus4.8,25.88,DBS AR share-price table,,20260716-001 CwClOpus4.8,25.88,match,
DBS_PriceYE_2020,DBS,PriceYE,2020,S$,,,25.04,"DBS Annual Report share-price table (as-traded, pre-bonus basis)",Tier-1 AR as-traded; vendor split-adjusted = 22.76 (÷1.10 for 2024 bonus). B7 basis flag.,20260716-001 PxClOpus4.8,25.04,DBS AR share-price table,,20260716-001 CwClOpus4.8,25.04,match,
DBS_PriceYE_2021,DBS,PriceYE,2021,S$,,,32.66,"DBS Annual Report share-price table (as-traded, pre-bonus basis)",Tier-1 AR as-traded; vendor split-adjusted = 29.69 (÷1.10 for 2024 bonus). B7 basis flag.,20260716-001 PxClOpus4.8,32.66,DBS AR share-price table,,20260716-001 CwClOpus4.8,32.66,match,
DBS_PriceYE_2022,DBS,PriceYE,2022,S$,,,33.92,"DBS Annual Report share-price table (as-traded, pre-bonus basis)",Tier-1 AR as-traded; vendor split-adjusted = 30.84 (÷1.10 for 2024 bonus). B7 basis flag.,20260716-001 PxClOpus4.8,33.92,DBS AR share-price table,,20260716-001 CwClOpus4.8,33.92,match,
DBS_PriceYE_2023,DBS,PriceYE,2023,S$,,,33.41,"DBS Annual Report share-price table (as-traded, pre-bonus basis)",Tier-1 AR as-traded; vendor split-adjusted = 30.37 (÷1.10 for 2024 bonus). B7 basis flag.,20260716-001 PxClOpus4.8,33.41,DBS AR share-price table,,20260716-001 CwClOpus4.8,33.41,match,
DBS_PriceYE_2024,DBS,PriceYE,2024,S$,,,43.72,Perplexity Finance D05.SI daily OHLCV (bonus already effective; vendor = as-traded),Vendor close on last Dec trading day; as-traded = split-adjusted from 2024 (bonus effective 1Q24),20260716-001 PxClOpus4.8,43.72,DBS AR share-price table,,20260716-001 CwClOpus4.8,43.72,match,
DBS_PriceYE_2025,DBS,PriceYE,2025,S$,,,56.36,Perplexity Finance D05.SI daily OHLCV (bonus already effective; vendor = as-traded),Vendor close on last Dec trading day; as-traded = split-adjusted from 2024 (bonus effective 1Q24),20260716-001 PxClOpus4.8,56.36,DBS AR share-price table,,20260716-001 CwClOpus4.8,56.36,match,
OCBC_PriceYE_2016,OCBC,PriceYE,2016,S$,,,8.92,Perplexity Finance O39.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,8.92,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,8.92,match,
OCBC_PriceYE_2017,OCBC,PriceYE,2017,S$,,,12.39,Perplexity Finance O39.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,12.39,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,12.39,match,
OCBC_PriceYE_2018,OCBC,PriceYE,2018,S$,,,11.26,Perplexity Finance O39.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,11.26,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,11.26,match,
OCBC_PriceYE_2019,OCBC,PriceYE,2019,S$,,,10.98,Perplexity Finance O39.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,10.98,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,10.98,match,
OCBC_PriceYE_2020,OCBC,PriceYE,2020,S$,,,10.06,Perplexity Finance O39.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window; vendor 10.06 vs ledger 10.21 flagged VERIFY — vendor close adopted,20260716-001 PxClOpus4.8,10.21,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,10.21,match,
OCBC_PriceYE_2021,OCBC,PriceYE,2021,S$,,,11.4,Perplexity Finance O39.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,11.4,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,11.4,match,
OCBC_PriceYE_2022,OCBC,PriceYE,2022,S$,,,12.18,Perplexity Finance O39.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,12.18,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,12.18,match,
OCBC_PriceYE_2023,OCBC,PriceYE,2023,S$,,,13.0,Perplexity Finance O39.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,13.0,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,13.0,match,
OCBC_PriceYE_2024,OCBC,PriceYE,2024,S$,,,16.69,Perplexity Finance O39.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,16.69,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,16.69,match,
OCBC_PriceYE_2025,OCBC,PriceYE,2025,S$,,,19.76,Perplexity Finance O39.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,19.76,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,19.76,match,
UOB_PriceYE_2016,UOB,PriceYE,2016,S$,,,20.4,Perplexity Finance U11.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,20.4,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,20.4,match,
UOB_PriceYE_2017,UOB,PriceYE,2017,S$,,,26.45,Perplexity Finance U11.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,26.45,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,26.45,match,
UOB_PriceYE_2018,UOB,PriceYE,2018,S$,,,24.57,Perplexity Finance U11.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,24.57,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,24.57,match,
UOB_PriceYE_2019,UOB,PriceYE,2019,S$,,,26.41,Perplexity Finance U11.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,26.41,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,26.41,match,
UOB_PriceYE_2020,UOB,PriceYE,2020,S$,,,22.59,Perplexity Finance U11.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window; vendor 22.59 vs ledger 22.75 flagged VERIFY — vendor close adopted,20260716-001 PxClOpus4.8,22.75,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,22.75,match,
UOB_PriceYE_2021,UOB,PriceYE,2021,S$,,,26.9,Perplexity Finance U11.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,26.9,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,26.9,match,
UOB_PriceYE_2022,UOB,PriceYE,2022,S$,,,30.7,Perplexity Finance U11.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,30.7,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,30.7,match,
UOB_PriceYE_2023,UOB,PriceYE,2023,S$,,,28.45,Perplexity Finance U11.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,28.45,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,28.45,match,
UOB_PriceYE_2024,UOB,PriceYE,2024,S$,,,36.33,Perplexity Finance U11.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,36.33,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,36.33,match,
UOB_PriceYE_2025,UOB,PriceYE,2025,S$,,,35.06,Perplexity Finance U11.SI daily OHLCV (last Dec trading day),Tier-2 market data (Perplexity Finance); no split/bonus over window,20260716-001 PxClOpus4.8,35.06,market series (raw close) - VERIFY,,20260716-001 CwClOpus4.8,35.06,match,
DBS_NetFee_2016,DBS,NetFee,2016,S$m,,,2331,DBS AR / 4Q Performance Summary,Tier-1 primary; net fee & commission income (group basis),20260716-001 PxClOpus4.8,2331,DBS 4Q17 Perf Summary,,20260716-001 CwClOpus4.8,2331.0,match,
DBS_NetFee_2017,DBS,NetFee,2017,S$m,,,2622,DBS AR / 4Q Performance Summary,Tier-1 primary; net fee & commission income (group basis),20260716-001 PxClOpus4.8,2622,DBS 4Q17 Perf Summary,,20260716-001 CwClOpus4.8,2622.0,match,
DBS_NetFee_2018,DBS,NetFee,2018,S$m,,,2780,DBS AR / 4Q Performance Summary,Tier-1 primary; net fee & commission income (group basis),20260716-001 PxClOpus4.8,2780,DBS 4Q19 Perf Summary,,20260716-001 CwClOpus4.8,2780.0,match,
DBS_NetFee_2019,DBS,NetFee,2019,S$m,,,3052,DBS AR / 4Q Performance Summary,Tier-1 primary; net fee & commission income (group basis),20260716-001 PxClOpus4.8,3052,DBS 4Q19 Perf Summary,,20260716-001 CwClOpus4.8,3052.0,match,
DBS_NetFee_2020,DBS,NetFee,2020,S$m,,,3058,DBS AR / 4Q Performance Summary,Tier-1 primary; net fee & commission income (group basis),20260716-001 PxClOpus4.8,3058,DBS 4Q21 Perf Summary,,20260716-001 CwClOpus4.8,3058.0,match,
DBS_NetFee_2021,DBS,NetFee,2021,S$m,,,3524,DBS AR / 4Q Performance Summary,Tier-1 primary; net fee & commission income (commercial-book basis from 2021 onward — basis change),20260716-001 PxClOpus4.8,3524,DBS 4Q21 Perf Summary,,20260716-001 CwClOpus4.8,3524.0,match,
DBS_NetFee_2022,DBS,NetFee,2022,S$m,3090,commercial book,3091,DBS AR / 4Q Performance Summary,Tier-1 primary; net fee & commission income (commercial-book basis from 2021 onward — basis change),20260716-001 PxClOpus4.8,3091,DBS 4Q23 Perf Summary (audited IS p24),,20260716-001 CwClOpus4.8,3091.0,match,
DBS_NetFee_2023,DBS,NetFee,2023,S$m,,,3384,DBS AR / 4Q Performance Summary,Tier-1 primary; net fee & commission income (commercial-book basis from 2021 onward — basis change),20260716-001 PxClOpus4.8,3384,DBS 4Q23 Perf Summary (audited IS p24),,20260716-001 CwClOpus4.8,3384.0,match,
DBS_NetFee_2024,DBS,NetFee,2024,S$m,4170,commercial book,4168,DBS AR / 4Q Performance Summary,Tier-1 primary; net fee & commission income (commercial-book basis from 2021 onward — basis change),20260716-001 PxClOpus4.8,4168,DBS 4Q25 Perf Summary,,20260716-001 CwClOpus4.8,4168.0,match,
DBS_NetFee_2025,DBS,NetFee,2025,S$m,4900,commercial book,4898,DBS AR / 4Q Performance Summary,Tier-1 primary; net fee & commission income (commercial-book basis from 2021 onward — basis change),20260716-001 PxClOpus4.8,4898,DBS 4Q25 Perf Summary,,20260716-001 CwClOpus4.8,4898.0,match,
OCBC_NetFee_2016,OCBC,NetFee,2016,S$m,,,1638,"OCBC AR / Media Release (fee & commission income, net)",Tier-1 primary; net fee income,20260716-001 PxClOpus4.8,1638,OCBC FY17 Financial Results,,20260716-001 CwClOpus4.8,1638.0,match,
OCBC_NetFee_2017,OCBC,NetFee,2017,S$m,,,1953,"OCBC AR / Media Release (fee & commission income, net)",Tier-1 primary; net fee income,20260716-001 PxClOpus4.8,1953,OCBC FY17 Financial Results,,20260716-001 CwClOpus4.8,1953.0,match,
OCBC_NetFee_2018,OCBC,NetFee,2018,S$m,,,2031,"OCBC AR / Media Release (fee & commission income, net)",Tier-1 primary; net fee income,20260716-001 PxClOpus4.8,2031,OCBC FY19 Financial Results,,20260716-001 CwClOpus4.8,2031.0,match,
OCBC_NetFee_2019,OCBC,NetFee,2019,S$m,,,2123,"OCBC AR / Media Release (fee & commission income, net)",Tier-1 primary; net fee income,20260716-001 PxClOpus4.8,2123,OCBC FY19 Financial Results,,20260716-001 CwClOpus4.8,2123.0,match,
OCBC_NetFee_2020,OCBC,NetFee,2020,S$m,,,2003,"OCBC AR / Media Release (fee & commission income, net)",Tier-1 primary; net fee income,20260716-001 PxClOpus4.8,2003,OCBC FY21 Media Release,,20260716-001 CwClOpus4.8,2003.0,match,
OCBC_NetFee_2021,OCBC,NetFee,2021,S$m,2250,,2245,"OCBC AR / Media Release (fee & commission income, net)",Tier-1 primary; net fee income,20260716-001 PxClOpus4.8,2245,OCBC FY21 Media Release,,20260716-001 CwClOpus4.8,2245.0,match,
OCBC_NetFee_2022,OCBC,NetFee,2022,S$m,1850,,1851,"OCBC AR / Media Release (fee & commission income, net)",Tier-1 primary; net fee income,20260716-001 PxClOpus4.8,1851,OCBC FY23 Media Release (SFRS17-restated),,20260716-001 CwClOpus4.8,1851.0,match,
OCBC_NetFee_2023,OCBC,NetFee,2023,S$m,,,1804,"OCBC AR / Media Release (fee & commission income, net)",Tier-1 primary; net fee income,20260716-001 PxClOpus4.8,1804,OCBC FY23 Media Release,,20260716-001 CwClOpus4.8,1804.0,match,
OCBC_NetFee_2024,OCBC,NetFee,2024,S$m,,,1970,"OCBC AR / Media Release (fee & commission income, net)",Tier-1 primary; net fee income,20260716-001 PxClOpus4.8,1970,OCBC FY25 Media Release,,20260716-001 CwClOpus4.8,1970.0,match,
OCBC_NetFee_2025,OCBC,NetFee,2025,S$m,2411,,2411,"OCBC AR / Media Release (fee & commission income, net)",Tier-1 primary; net fee income,20260716-001 PxClOpus4.8,2411,OCBC FY25 Media Release,,20260716-001 CwClOpus4.8,2411.0,match,
UOB_NetFee_2016,UOB,NetFee,2016,S$m,,,1931,UOB AR / Financial Highlights,Tier-1 primary; net fee & commission income,20260716-001 PxClOpus4.8,1931,UOB gp-financial 4Q17,,20260716-001 CwClOpus4.8,1931.0,match,
UOB_NetFee_2017,UOB,NetFee,2017,S$m,,,2161,UOB AR / Financial Highlights,Tier-1 primary; net fee & commission income,20260716-001 PxClOpus4.8,2161,UOB gp-financial 4Q17,,20260716-001 CwClOpus4.8,2161.0,match,
UOB_NetFee_2018,UOB,NetFee,2018,S$m,,,1967,UOB AR / Financial Highlights,Tier-1 primary; net fee & commission income,20260716-001 PxClOpus4.8,1967,UOB gp-financial 4Q19,,20260716-001 CwClOpus4.8,1967.0,match,
UOB_NetFee_2019,UOB,NetFee,2019,S$m,,,2032,UOB AR / Financial Highlights,Tier-1 primary; net fee & commission income,20260716-001 PxClOpus4.8,2032,UOB gp-financial 4Q19,,20260716-001 CwClOpus4.8,2032.0,match,
UOB_NetFee_2020,UOB,NetFee,2020,S$m,,,1997,UOB AR / Financial Highlights,Tier-1 primary; net fee & commission income,20260716-001 PxClOpus4.8,1997,UOB cond FS 4Q21,,20260716-001 CwClOpus4.8,1997.0,match,
UOB_NetFee_2021,UOB,NetFee,2021,S$m,2400,,2412,UOB AR / Financial Highlights,Tier-1 primary; net fee & commission income,20260716-001 PxClOpus4.8,2412,UOB cond FS 4Q21,,20260716-001 CwClOpus4.8,2412.0,match,
UOB_NetFee_2022,UOB,NetFee,2022,S$m,2100,,2143,UOB AR / Financial Highlights,Tier-1 primary; net fee & commission income,20260716-001 PxClOpus4.8,2143,UOB cond FS 4Q23,,20260716-001 CwClOpus4.8,2143.0,match,
UOB_NetFee_2023,UOB,NetFee,2023,S$m,2200,,2235,UOB AR / Financial Highlights,Tier-1 primary; net fee & commission income,20260716-001 PxClOpus4.8,2235,UOB cond FS 4Q23 / CFO deck,,20260716-001 CwClOpus4.8,2235.0,match,
UOB_NetFee_2024,UOB,NetFee,2024,S$m,,,2395,UOB AR / Financial Highlights,Tier-1 primary; net fee & commission income,20260716-001 PxClOpus4.8,2395,UOB cond FS 4Q25,,20260716-001 CwClOpus4.8,2395.0,match,
UOB_NetFee_2025,UOB,NetFee,2025,S$m,2569,,2569,UOB AR / Financial Highlights,Tier-1 primary; net fee & commission income,20260716-001 PxClOpus4.8,2569,UOB cond FS 4Q25,,20260716-001 CwClOpus4.8,2569.0,match,
OCBC_Wealth_2016,OCBC,Wealth,2016,S$m,,,2268,OCBC AR / Media Release,Tier-1 primary; wealth management income (includes GWM + BoS + subsidiaries),20260716-001 PxClOpus4.8,2268,OCBC FY17 Financial Results,,20260716-001 CwClOpus4.8,2268.0,match,
OCBC_Wealth_2017,OCBC,Wealth,2017,S$m,,,3250,OCBC AR / Media Release,Tier-1 primary; wealth management income (includes GWM + BoS + subsidiaries),20260716-001 PxClOpus4.8,3250,OCBC FY17 Financial Results,,20260716-001 CwClOpus4.8,3250.0,match,
OCBC_Wealth_2018,OCBC,Wealth,2018,S$m,,,2842,OCBC AR / Media Release,Tier-1 primary; wealth management income (includes GWM + BoS + subsidiaries),20260716-001 PxClOpus4.8,2840,OCBC FY19 Financial Results,,20260716-001 CwClOpus4.8,2840.0,match,
OCBC_Wealth_2019,OCBC,Wealth,2019,S$m,,,3397,OCBC AR / Media Release,Tier-1 primary; wealth management income (includes GWM + BoS + subsidiaries),20260716-001 PxClOpus4.8,3400,OCBC FY19 Financial Results,,20260716-001 CwClOpus4.8,3400.0,match,
OCBC_Wealth_2020,OCBC,Wealth,2020,S$m,,,3540,OCBC AR / Media Release,Tier-1 primary; wealth management income (includes GWM + BoS + subsidiaries),20260716-001 PxClOpus4.8,3540,OCBC FY21 Media Release,,20260716-001 CwClOpus4.8,3540.0,match,
OCBC_Wealth_2021,OCBC,Wealth,2021,S$m,3920,37%,3920,OCBC AR / Media Release,Tier-1 primary; wealth management income (includes GWM + BoS + subsidiaries),20260716-001 PxClOpus4.8,3920,OCBC FY21 Media Release,,20260716-001 CwClOpus4.8,3920.0,match,
OCBC_Wealth_2022,OCBC,Wealth,2022,S$m,3890,ORIGINAL 33%; restated=3420,3420,OCBC AR / Media Release,"Tier-1 primary; restated basis 3,420 (original 3,890).",20260716-001 PxClOpus4.8,3420,OCBC FY23 Media Release (SFRS17-restated),incl NII on wealth deposits; 2022 restated,20260716-001 CwClOpus4.8,3420.0,match,
OCBC_Wealth_2023,OCBC,Wealth,2023,S$m,,,4320,OCBC AR / Media Release,Tier-1 primary; wealth management income (includes GWM + BoS + subsidiaries),20260716-001 PxClOpus4.8,4320,OCBC FY23 Media Release,,20260716-001 CwClOpus4.8,4320.0,match,
OCBC_Wealth_2024,OCBC,Wealth,2024,S$m,,,4890,OCBC AR / Media Release,Tier-1 primary; wealth management income (includes GWM + BoS + subsidiaries),20260716-001 PxClOpus4.8,,OCBC FY25 Media Release,=34%xTI (calc),,4890,single-px,
OCBC_Wealth_2025,OCBC,Wealth,2025,S$m,5600,38% of total,5600,OCBC AR / Media Release,Tier-1 primary; wealth management income (includes GWM + BoS + subsidiaries),20260716-001 PxClOpus4.8,5600,OCBC FY25 Media Release,,20260716-001 CwClOpus4.8,5600.0,match,
DBS_Wealth_2016,DBS,Wealth,2016,S$m,,,714,DBS AR / 4Q Performance Summary,Tier-1 primary; Wealth Management segment income (fee-only basis),20260716-001 PxClOpus4.8,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,714,single-px,
DBS_Wealth_2017,DBS,Wealth,2017,S$m,,,966,DBS AR / 4Q Performance Summary,Tier-1 primary; Wealth Management segment income (fee-only basis),20260716-001 PxClOpus4.8,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,966,single-px,
DBS_Wealth_2018,DBS,Wealth,2018,S$m,,,1141,DBS AR / 4Q Performance Summary,Tier-1 primary; Wealth Management segment income (fee-only basis),20260716-001 PxClOpus4.8,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,1141,single-px,
DBS_Wealth_2019,DBS,Wealth,2019,S$m,,,1290,DBS AR / 4Q Performance Summary,Tier-1 primary; Wealth Management segment income (fee-only basis),20260716-001 PxClOpus4.8,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,1290,single-px,
DBS_Wealth_2020,DBS,Wealth,2020,S$m,,,1432,DBS AR / 4Q Performance Summary,Tier-1 primary; Wealth Management segment income (fee-only basis),20260716-001 PxClOpus4.8,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,1432,single-px,
DBS_Wealth_2021,DBS,Wealth,2021,S$m,,,2729,DBS AR / 4Q Performance Summary,"Tier-1 primary; Wealth Management segment income (WM segment basis 2021+; basis change 2020→2021, B3)",20260716-001 PxClOpus4.8,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,2729,single-px,
DBS_Wealth_2022,DBS,Wealth,2022,S$m,,,3272,DBS AR / 4Q Performance Summary,"Tier-1 primary; Wealth Management segment income (WM segment basis 2021+; basis change 2020→2021, B3)",20260716-001 PxClOpus4.8,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,3272,single-px,
DBS_Wealth_2023,DBS,Wealth,2023,S$m,,,4425,DBS AR / 4Q Performance Summary,"Tier-1 primary; Wealth Management segment income (WM segment basis 2021+; basis change 2020→2021, B3)",20260716-001 PxClOpus4.8,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,4425,single-px,
DBS_Wealth_2024,DBS,Wealth,2024,S$m,,,5216,DBS AR / 4Q Performance Summary,"Tier-1 primary; Wealth Management segment income (WM segment basis 2021+; basis change 2020→2021, B3)",20260716-001 PxClOpus4.8,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,5216,single-px,
DBS_Wealth_2025,DBS,Wealth,2025,S$m,,,5680,DBS AR / 4Q Performance Summary,"Tier-1 primary; Wealth Management segment income (WM segment basis 2021+; basis change 2020→2021, B3)",20260716-001 PxClOpus4.8,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,5680,single-px,
UOB_Wealth_2016,UOB,Wealth,2016,S$m,,,n/d,UOB AR (not disclosed on comparable basis),UOB did not publish comparable consolidated Wealth income pre-2023 restatement (B3),,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,,n/d,
UOB_Wealth_2017,UOB,Wealth,2017,S$m,,,n/d,UOB AR (not disclosed on comparable basis),UOB did not publish comparable consolidated Wealth income pre-2023 restatement (B3),,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,,n/d,
UOB_Wealth_2018,UOB,Wealth,2018,S$m,,,n/d,UOB AR (not disclosed on comparable basis),UOB did not publish comparable consolidated Wealth income pre-2023 restatement (B3),,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,,n/d,
UOB_Wealth_2019,UOB,Wealth,2019,S$m,,,n/d,UOB AR (not disclosed on comparable basis),UOB did not publish comparable consolidated Wealth income pre-2023 restatement (B3),,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,,n/d,
UOB_Wealth_2020,UOB,Wealth,2020,S$m,,,n/d,UOB AR (not disclosed on comparable basis),UOB did not publish comparable consolidated Wealth income pre-2023 restatement (B3),,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,,n/d,
UOB_Wealth_2021,UOB,Wealth,2021,S$m,,,n/d,UOB AR (not disclosed on comparable basis),UOB did not publish comparable consolidated Wealth income pre-2023 restatement (B3),,,,TO RETRIEVE (thesis-relevant; DBS total WM incl NII ~n/r last run),,,n/d,
